age,job,marital,education,default,balance,housing,loan,campaign,day,month,duration,y
24,self-employed,single,secondary,no,0,yes,no,1,6,may,278,no
34,technician,married,secondary,no,367,yes,no,1,6,may,140,no
51,admin.,divorced,secondary,no,228,yes,no,1,6,may,136,no
39,technician,single,unknown,no,45248,yes,no,1,6,may,1623,yes
50,self-employed,married,unknown,no,-84,yes,no,1,6,may,101,no
32,services,single,secondary,no,310,yes,no,1,6,may,144,no
42,blue-collar,married,unknown,no,132,yes,no,1,6,may,238,no
50,technician,married,secondary,no,797,yes,no,1,6,may,354,no
40,services,married,secondary,no,71,no,no,1,6,may,79,no
46,management,divorced,unknown,no,2,yes,no,1,6,may,187,no
37,management,married,tertiary,no,231,yes,yes,2,6,may,451,no
34,blue-collar,married,secondary,no,270,yes,yes,1,6,may,159,no
44,blue-collar,married,secondary,no,274,yes,yes,1,6,may,409,no
40,admin.,single,secondary,no,-109,yes,yes,1,6,may,170,no
37,technician,married,secondary,no,1,yes,no,1,6,may,608,yes
33,blue-collar,single,secondary,yes,-60,no,no,1,6,may,243,no
35,blue-collar,married,secondary,no,89,yes,no,2,6,may,145,no
58,blue-collar,divorced,secondary,no,-11,no,no,1,6,may,112,no
39,blue-collar,married,primary,no,0,yes,no,2,6,may,262,no
43,blue-collar,married,secondary,no,-509,yes,no,1,6,may,124,no
39,unemployed,married,primary,no,408,yes,no,1,6,may,53,no
36,services,single,primary,no,58,yes,no,1,6,may,134,no
57,retired,single,secondary,no,1640,no,yes,4,6,may,204,no
36,admin.,single,secondary,no,20,yes,no,1,6,may,186,no
50,blue-collar,married,primary,no,71,yes,no,1,6,may,678,no
55,blue-collar,married,secondary,no,52,yes,no,1,6,may,182,no
44,self-employed,married,tertiary,no,292,yes,no,1,6,may,162,no
44,services,divorced,secondary,no,424,yes,no,1,6,may,27,no
39,housemaid,single,primary,no,109,yes,no,3,6,may,699,no
46,blue-collar,married,unknown,no,1044,yes,no,1,6,may,43,no
39,blue-collar,married,secondary,no,983,yes,no,1,6,may,97,no
34,admin.,married,secondary,no,869,no,no,1,6,may,1677,yes
40,blue-collar,married,primary,no,668,yes,no,2,6,may,283,no
50,management,married,tertiary,no,964,yes,no,1,6,may,323,no
31,management,single,secondary,no,301,yes,no,1,6,may,82,no
37,admin.,single,secondary,no,140,yes,no,1,6,may,310,no
39,management,single,secondary,no,1877,yes,no,1,6,may,185,no
51,blue-collar,married,primary,no,1127,yes,no,1,6,may,47,no
41,technician,married,secondary,no,871,yes,no,1,6,may,145,no
41,technician,married,secondary,no,767,yes,yes,1,6,may,204,no
43,blue-collar,married,secondary,no,0,no,no,1,6,may,187,no
30,services,single,secondary,no,209,yes,no,2,6,may,30,no
54,management,divorced,primary,no,0,no,no,1,6,may,472,no
43,blue-collar,divorced,secondary,no,110,yes,yes,1,6,may,448,no
59,management,divorced,tertiary,no,-76,yes,yes,1,6,may,264,no
47,technician,married,unknown,no,178,yes,no,1,6,may,169,no
40,blue-collar,married,primary,no,-66,yes,no,1,6,may,288,no
32,technician,married,secondary,no,0,yes,no,2,6,may,176,no
29,blue-collar,married,secondary,no,1,yes,no,1,6,may,215,no
36,blue-collar,married,secondary,no,0,yes,no,1,6,may,337,no
55,unemployed,married,tertiary,no,5345,no,no,1,6,may,278,no
30,blue-collar,divorced,secondary,no,-209,yes,no,2,6,may,188,no
39,admin.,single,secondary,no,0,yes,no,2,6,may,174,no
39,blue-collar,divorced,secondary,no,42,yes,no,2,6,may,226,no
50,blue-collar,divorced,secondary,no,41,yes,no,1,6,may,190,no
44,blue-collar,married,secondary,no,-99,yes,no,2,6,may,111,no
37,technician,single,secondary,no,17,yes,no,1,6,may,164,no
46,admin.,married,primary,no,276,yes,yes,2,6,may,157,no
32,technician,single,unknown,no,-170,no,no,1,6,may,46,no
37,management,single,tertiary,no,230,yes,yes,1,6,may,374,no
29,blue-collar,married,secondary,no,9,yes,no,1,6,may,349,no
41,blue-collar,married,secondary,no,946,yes,no,1,6,may,325,no
45,blue-collar,married,primary,no,1297,yes,no,2,6,may,233,no
57,retired,divorced,secondary,no,-331,yes,no,1,6,may,531,no
48,blue-collar,single,secondary,no,44,yes,no,1,6,may,153,no
60,retired,married,secondary,yes,15,no,no,1,6,may,80,no
26,admin.,single,secondary,no,712,yes,no,1,6,may,232,no
58,retired,married,secondary,no,5435,yes,no,1,6,may,118,no
34,admin.,married,secondary,no,507,yes,no,1,6,may,190,no
55,unemployed,divorced,secondary,no,387,yes,no,1,6,may,918,yes
41,blue-collar,married,primary,no,0,yes,yes,1,6,may,238,no
50,management,divorced,secondary,no,1716,yes,no,1,6,may,82,no
49,entrepreneur,married,secondary,no,167,yes,yes,3,6,may,198,no
44,admin.,married,unknown,no,40,no,yes,2,6,may,160,no
44,blue-collar,married,primary,no,148,yes,no,1,6,may,211,no
31,technician,married,secondary,no,17,yes,yes,1,6,may,120,no
34,blue-collar,single,tertiary,no,1011,yes,no,1,6,may,136,no
46,management,single,unknown,no,1527,yes,no,1,6,may,269,no
42,management,married,tertiary,no,744,no,no,1,6,may,157,no
52,admin.,married,secondary,no,484,yes,no,1,6,may,128,no
29,management,single,tertiary,no,0,yes,no,1,6,may,211,no
53,retired,married,primary,no,136,yes,no,2,6,may,267,no
43,blue-collar,married,secondary,no,1335,yes,no,2,6,may,371,no
38,management,married,secondary,no,517,yes,no,2,6,may,288,no
46,management,married,tertiary,no,459,yes,no,1,6,may,221,no
48,management,divorced,unknown,no,549,yes,no,1,6,may,427,no
30,admin.,divorced,secondary,no,83,yes,yes,1,6,may,310,no
44,blue-collar,married,primary,no,213,no,no,1,6,may,158,no
31,housemaid,married,primary,no,203,yes,no,3,6,may,604,no
42,services,single,secondary,no,518,yes,no,1,6,may,198,no
40,management,single,tertiary,no,3877,yes,no,1,6,may,145,no
52,admin.,married,secondary,no,1236,yes,no,1,6,may,247,no
45,blue-collar,divorced,secondary,no,756,yes,no,2,6,may,179,no
48,blue-collar,married,secondary,no,157,yes,no,1,6,may,73,no
45,blue-collar,married,primary,no,-66,yes,no,2,6,may,263,no
34,blue-collar,married,unknown,no,245,yes,no,1,6,may,13,no
34,blue-collar,married,primary,no,-144,yes,no,2,6,may,79,no
46,blue-collar,married,secondary,no,71,yes,no,1,6,may,416,no
49,services,divorced,secondary,no,505,yes,no,1,6,may,162,no
50,technician,married,primary,no,249,yes,no,1,6,may,129,no
34,admin.,single,secondary,no,0,yes,no,1,6,may,150,no
40,unemployed,single,secondary,no,11,yes,no,1,6,may,43,no
36,admin.,married,secondary,no,639,yes,no,1,6,may,191,no
59,blue-collar,divorced,unknown,no,124,yes,no,1,6,may,26,no
45,blue-collar,married,secondary,no,82,yes,no,1,6,may,250,no
36,self-employed,married,tertiary,no,107,yes,no,1,6,may,146,no
56,services,married,secondary,no,473,yes,no,1,6,may,416,no
42,services,divorced,secondary,no,372,yes,yes,2,6,may,121,no
30,admin.,married,secondary,no,46,yes,no,2,6,may,114,no
30,student,single,tertiary,no,34,yes,no,1,6,may,289,no
47,self-employed,married,unknown,no,935,yes,no,1,6,may,225,no
33,blue-collar,married,secondary,no,-10,yes,no,1,6,may,123,no
36,admin.,married,secondary,no,-106,yes,no,2,6,may,130,no
39,services,divorced,primary,no,471,yes,no,2,6,may,161,no
56,admin.,divorced,secondary,no,778,yes,no,2,6,may,149,no
39,blue-collar,divorced,unknown,no,170,yes,no,2,6,may,268,no
42,technician,married,secondary,no,315,yes,no,2,6,may,259,no
52,blue-collar,married,secondary,no,3165,no,no,1,6,may,26,no
36,admin.,divorced,secondary,no,131,yes,no,1,6,may,153,no
35,entrepreneur,married,secondary,yes,204,yes,no,2,6,may,424,no
47,technician,married,secondary,no,83,yes,no,2,6,may,179,no
59,services,divorced,secondary,no,0,yes,yes,1,6,may,97,no
57,blue-collar,married,primary,no,5431,yes,yes,1,6,may,383,no
38,management,married,unknown,no,1759,yes,no,1,6,may,440,no
46,unemployed,married,secondary,no,-125,yes,no,1,6,may,23,no
34,blue-collar,married,secondary,no,0,no,no,1,6,may,195,no
28,services,single,secondary,no,5090,yes,no,3,6,may,1297,yes
38,technician,married,unknown,no,573,yes,no,1,6,may,87,no
56,blue-collar,married,secondary,no,1602,yes,no,1,6,may,427,no
41,blue-collar,single,primary,yes,-137,yes,yes,1,6,may,189,no
52,technician,married,unknown,no,0,no,no,1,6,may,195,no
54,services,married,secondary,no,193,no,no,1,6,may,179,no
61,retired,married,secondary,no,195,yes,yes,1,6,may,179,no
53,entrepreneur,married,secondary,no,288,no,no,1,6,may,69,no
47,technician,married,secondary,no,19,yes,no,2,6,may,105,no
53,blue-collar,married,primary,no,25,yes,no,3,6,may,266,no
46,services,married,secondary,no,216,yes,no,2,6,may,524,no
39,blue-collar,divorced,primary,no,190,yes,yes,2,6,may,96,no
56,technician,divorced,secondary,no,99,yes,no,2,6,may,155,no
55,services,divorced,primary,no,2298,yes,no,2,6,may,162,no
44,management,married,tertiary,no,17,yes,no,2,6,may,352,no
37,technician,married,primary,no,0,yes,no,4,6,may,76,no
35,blue-collar,married,primary,no,0,yes,no,2,6,may,154,no
55,blue-collar,married,secondary,no,840,yes,no,2,6,may,310,no
37,services,married,secondary,no,358,yes,no,3,6,may,390,no
30,technician,single,secondary,no,0,yes,no,1,6,may,369,no
37,blue-collar,married,primary,no,-325,yes,yes,2,6,may,112,no
36,technician,single,secondary,no,-15,yes,no,3,6,may,341,no
38,technician,married,secondary,no,581,yes,no,1,6,may,79,no
41,admin.,divorced,primary,no,4070,yes,no,2,6,may,140,no
48,retired,married,secondary,no,74,no,yes,1,6,may,315,no
55,services,divorced,secondary,no,141,yes,no,2,6,may,262,no
28,services,divorced,secondary,no,89,no,no,2,6,may,174,no
54,services,married,secondary,yes,0,yes,no,3,6,may,138,no
30,blue-collar,married,secondary,no,450,no,no,2,6,may,526,no
48,technician,married,tertiary,no,310,no,no,1,6,may,135,no
31,self-employed,married,secondary,no,0,yes,no,5,6,may,36,no
38,blue-collar,married,secondary,no,384,yes,no,3,6,may,1906,no
37,blue-collar,married,secondary,no,395,yes,no,2,6,may,219,no
37,services,single,unknown,no,-118,yes,no,2,6,may,147,no
56,blue-collar,married,primary,no,5,yes,yes,2,6,may,407,no
51,blue-collar,married,secondary,no,50,yes,yes,1,6,may,121,no
39,blue-collar,married,secondary,no,285,yes,yes,1,6,may,209,no
49,technician,married,unknown,no,15,no,no,2,6,may,92,no
51,blue-collar,married,primary,no,653,yes,yes,1,6,may,208,no
43,self-employed,married,secondary,no,918,yes,no,1,6,may,193,no
32,services,married,secondary,no,243,yes,yes,1,6,may,144,no
29,technician,single,tertiary,no,405,yes,no,1,6,may,65,no
48,management,divorced,tertiary,no,1328,yes,no,1,6,may,339,no
55,services,married,primary,no,255,yes,no,1,6,may,285,no
53,blue-collar,married,secondary,no,3397,yes,no,1,6,may,231,no
47,technician,married,unknown,no,2106,yes,no,1,6,may,168,no
39,management,married,tertiary,no,2877,yes,no,1,6,may,278,no
31,blue-collar,single,tertiary,no,60,yes,yes,1,6,may,389,no
39,blue-collar,married,primary,no,2226,yes,no,1,6,may,158,no
40,blue-collar,married,primary,no,2880,yes,no,2,6,may,145,no
40,technician,single,unknown,no,-5,yes,no,2,6,may,78,no
48,technician,married,secondary,no,147,no,no,3,6,may,142,no
33,technician,divorced,secondary,no,7,yes,yes,1,6,may,87,no
40,technician,married,secondary,no,109,yes,no,2,6,may,147,no
59,retired,married,primary,no,-119,yes,no,1,6,may,289,no
30,technician,married,secondary,no,484,yes,no,1,6,may,703,yes
31,management,single,tertiary,no,1852,yes,no,3,6,may,170,no
35,unemployed,married,secondary,no,533,yes,no,1,6,may,802,no
54,technician,divorced,secondary,no,21,yes,no,2,6,may,381,no
34,admin.,single,unknown,no,2434,yes,no,4,6,may,218,no
32,technician,married,secondary,no,90,yes,yes,2,6,may,57,no
56,admin.,divorced,unknown,no,4246,yes,no,2,6,may,304,no
32,admin.,single,tertiary,no,395,yes,no,3,6,may,241,no
42,blue-collar,married,primary,no,15,yes,no,1,6,may,230,no
33,services,married,tertiary,no,85,no,no,3,6,may,262,no
52,entrepreneur,married,tertiary,no,-184,yes,yes,2,6,may,392,no
52,services,married,secondary,no,660,no,no,2,6,may,201,no
52,blue-collar,divorced,primary,yes,-183,yes,no,1,6,may,145,no
30,unemployed,divorced,secondary,no,1144,yes,no,1,6,may,252,no
44,services,divorced,secondary,no,1,yes,no,4,6,may,235,no
35,admin.,married,secondary,no,69,yes,yes,2,6,may,235,no
55,management,single,secondary,no,220,yes,no,2,6,may,328,no
33,blue-collar,married,primary,no,332,yes,no,2,6,may,116,no
37,blue-collar,single,secondary,no,240,yes,no,1,6,may,246,no
42,technician,single,secondary,no,0,yes,no,1,6,may,293,no
43,unemployed,married,secondary,no,0,yes,no,2,6,may,37,no
38,entrepreneur,married,tertiary,no,898,yes,no,2,6,may,132,no
37,technician,married,secondary,no,123,yes,yes,2,6,may,530,no
31,student,single,secondary,no,252,yes,no,3,6,may,175,no
41,management,married,tertiary,no,65,yes,no,2,6,may,524,no
41,technician,married,secondary,no,-366,yes,yes,3,6,may,29,no
29,student,single,secondary,no,209,yes,no,2,6,may,311,no
38,admin.,single,secondary,no,221,yes,no,2,6,may,211,no
44,self-employed,divorced,tertiary,no,4,yes,no,3,6,may,312,no
39,admin.,married,secondary,no,104,yes,no,1,6,may,412,no
28,technician,single,secondary,no,312,yes,no,1,6,may,392,no
33,blue-collar,married,secondary,no,-349,yes,no,1,6,may,191,no
41,services,married,unknown,no,4,no,no,2,6,may,284,no
40,blue-collar,married,primary,no,-322,yes,yes,1,6,may,144,no
29,admin.,married,secondary,no,-150,yes,no,1,6,may,328,no
38,management,married,unknown,no,1349,yes,no,1,6,may,100,no
32,admin.,married,tertiary,no,281,yes,no,1,6,may,226,no
45,services,married,secondary,no,1259,yes,no,1,6,may,507,no
33,admin.,single,secondary,no,101,yes,no,1,6,may,392,no
34,blue-collar,married,secondary,no,848,yes,no,2,6,may,684,no
41,entrepreneur,married,unknown,no,89,yes,no,2,6,may,333,no
41,blue-collar,married,secondary,no,140,yes,no,3,6,may,311,no
35,admin.,single,secondary,no,148,yes,no,2,6,may,128,no
40,technician,single,secondary,no,200,yes,no,2,6,may,322,no
60,self-employed,married,primary,no,46,yes,no,4,6,may,202,no
47,services,divorced,secondary,no,201,yes,no,2,6,may,92,no
46,blue-collar,married,primary,no,530,yes,no,3,6,may,739,no
31,blue-collar,single,secondary,no,0,yes,no,2,6,may,273,no
49,self-employed,married,secondary,no,1,yes,no,3,6,may,260,no
29,blue-collar,married,secondary,no,43,yes,no,2,6,may,268,no
31,management,single,tertiary,no,-173,yes,no,2,6,may,396,no
38,management,married,tertiary,no,389,yes,no,1,6,may,262,no
37,blue-collar,married,primary,no,215,yes,yes,3,6,may,308,no
35,technician,married,secondary,no,-131,yes,no,2,6,may,467,no
31,management,single,secondary,no,783,yes,no,1,6,may,320,no
41,admin.,married,secondary,no,0,yes,no,3,6,may,160,no
46,services,married,unknown,no,80,yes,no,2,6,may,245,no
40,services,divorced,secondary,no,105,yes,no,2,6,may,189,no
29,admin.,married,secondary,no,182,yes,yes,1,6,may,477,no
49,admin.,married,secondary,no,82,yes,no,1,6,may,310,no
42,management,married,tertiary,no,0,yes,no,3,6,may,65,no
54,services,married,secondary,no,510,yes,no,2,6,may,196,no
40,management,single,tertiary,no,242,yes,no,2,6,may,221,no
53,admin.,married,secondary,no,244,yes,yes,2,6,may,197,no
49,management,married,tertiary,no,92,yes,no,2,6,may,221,no
40,blue-collar,married,primary,yes,0,yes,no,2,6,may,64,no
29,student,single,secondary,no,948,yes,no,2,6,may,75,no
36,blue-collar,married,primary,no,23,yes,no,2,6,may,400,no
37,technician,married,secondary,no,710,yes,no,3,6,may,378,no
39,services,married,secondary,no,1205,yes,no,2,6,may,118,no
36,technician,married,secondary,no,368,yes,yes,2,6,may,1597,yes
44,entrepreneur,married,tertiary,no,1631,yes,no,2,6,may,346,no
40,admin.,married,secondary,no,6,yes,no,3,6,may,60,no
49,blue-collar,married,secondary,no,26,yes,no,2,6,may,276,no
30,technician,single,unknown,no,-48,yes,no,2,6,may,152,no
57,management,married,tertiary,no,2142,yes,no,3,6,may,251,no
24,services,single,secondary,no,77,yes,yes,2,6,may,390,no
46,blue-collar,married,unknown,no,401,yes,no,2,6,may,306,no
33,admin.,married,secondary,no,21,no,no,3,6,may,189,no
43,services,divorced,secondary,no,0,yes,no,2,6,may,125,no
43,admin.,single,secondary,no,-497,yes,no,2,6,may,234,no
40,blue-collar,divorced,primary,no,369,no,no,2,6,may,79,no
44,technician,single,unknown,no,78,yes,no,6,6,may,13,no
35,technician,single,tertiary,no,226,yes,yes,3,6,may,283,no
47,technician,married,secondary,no,503,yes,no,2,6,may,109,no
33,blue-collar,married,secondary,no,372,yes,no,2,6,may,132,no
31,admin.,married,secondary,no,0,yes,yes,2,6,may,144,no
40,blue-collar,divorced,secondary,no,0,yes,no,2,6,may,121,no
36,entrepreneur,married,tertiary,no,125,yes,no,3,6,may,95,no
56,retired,divorced,primary,no,4,yes,no,3,6,may,31,no
40,admin.,single,unknown,no,419,yes,no,3,6,may,112,no
41,admin.,divorced,secondary,no,322,yes,no,4,6,may,87,no
53,retired,married,secondary,no,303,yes,no,2,6,may,593,no
39,blue-collar,married,secondary,no,607,yes,no,2,6,may,99,no
44,blue-collar,divorced,secondary,no,579,yes,no,2,6,may,198,no
38,admin.,married,secondary,no,3047,yes,no,2,6,may,285,no
54,technician,divorced,secondary,no,83,yes,no,3,6,may,190,no
58,management,married,tertiary,no,68,yes,no,5,6,may,172,no
52,blue-collar,married,primary,no,58,yes,no,3,6,may,213,no
28,admin.,single,secondary,no,251,yes,no,2,6,may,178,no
36,blue-collar,married,secondary,no,688,yes,no,2,6,may,174,no
60,retired,married,primary,no,364,yes,no,2,6,may,631,no
42,services,divorced,secondary,no,55,yes,no,5,6,may,176,no
42,admin.,married,secondary,no,101,yes,no,3,6,may,32,no
44,management,married,tertiary,no,105,yes,no,2,6,may,1529,no
51,blue-collar,divorced,primary,no,325,yes,no,2,6,may,254,no
49,blue-collar,married,primary,no,198,yes,no,2,6,may,200,no
47,entrepreneur,married,unknown,no,209,yes,no,2,6,may,135,no
37,blue-collar,married,secondary,no,183,yes,no,4,6,may,112,no
34,management,married,tertiary,no,105,yes,no,3,6,may,314,no
35,services,married,secondary,no,109,yes,no,3,6,may,597,no
35,blue-collar,single,secondary,no,376,yes,yes,3,6,may,207,no
40,blue-collar,married,primary,no,-7,yes,no,2,6,may,410,no
55,technician,married,secondary,no,0,no,no,3,6,may,160,no
55,retired,married,secondary,no,143,yes,no,3,6,may,42,no
35,management,single,tertiary,no,550,yes,no,2,6,may,55,no
57,blue-collar,married,primary,no,162,yes,no,2,6,may,155,no
53,management,married,tertiary,no,115,yes,no,3,6,may,336,no
41,blue-collar,married,primary,no,512,yes,no,2,6,may,233,no
57,blue-collar,married,unknown,no,807,yes,no,2,6,may,211,no
45,blue-collar,married,unknown,no,248,yes,no,5,6,may,88,no
43,blue-collar,married,primary,no,1211,yes,no,3,6,may,208,no
56,self-employed,married,unknown,no,7,no,no,2,6,may,305,no
31,entrepreneur,married,tertiary,no,281,yes,no,2,6,may,206,no
37,blue-collar,single,secondary,no,88,yes,no,2,6,may,128,no
30,management,married,tertiary,no,32,yes,no,3,6,may,122,no
30,admin.,single,secondary,no,115,yes,no,3,6,may,66,no
54,blue-collar,married,secondary,no,254,yes,no,2,6,may,66,no
36,management,married,tertiary,no,144,yes,no,2,6,may,164,no
55,unemployed,married,tertiary,no,383,no,no,3,6,may,343,no
37,admin.,single,secondary,no,569,yes,yes,2,6,may,126,no
38,housemaid,married,secondary,no,0,yes,no,3,6,may,59,no
48,admin.,married,secondary,no,3754,yes,no,3,6,may,249,no
55,housemaid,divorced,tertiary,no,6920,yes,no,3,6,may,406,no
